,london_p_#,similarity_score,zwickau,london
211,218,1.0,bethlehem de ierusalem 2 leucis contra austrum sita est bethleem ciuitas illa ueri dauid orta insignis in sinistra parte uie que ducit in ebron ad iactum arcus prius tamen occurrit sepulcrum rachel ad dexteram uenientibus de ierusalem ad orientem uero bethleem ad 5 uel 6 iactus arcuum est turris gregis ubi pecora sua pauit iacob et angelus domini in nocte et hora natiuitatis christi pastoribus cum luce magna apparuit bethleem est sita in monte longo sed arto ab oriente in occidentem se extendens in longum bethleem distat ab ioppe per 58 miliaria et habet in longitudine 100 passus,de ierusalem 2 leucis contra austrum sita est bethleem ciuitas illa ueri dauid ortu insignis in sinistra parte uie que ducit uersus ebron extra uiam tamen ad iactum arcus unius prius tamen occurrit sepulchrum rachel ad dexteram iuxta uiam cui pyramis pulchra imminet quam edificauit lacob in titulum monumenti rachel supponens eidem super tumbam 12 lapides grandes secundum numerum filiorum israel qui hodie sunt ibidem iuxta sepulchrum rachel inueniuntur quidam lapilli omnino sicut cycera dispositi quos ibidem <uidi> solent colligere peregrini propter dicta quedam que ibi dicuntur fuisse facta contra orientem uero ciuitatis bethleem fere est turris ader siue gregis ubi lacob dicitur tempore aliquo post mortem rachelis mansisse et pecora sua pauisse de bethleem 5 iactus arcuum fere distans ibidem etiam pastores custodientes uigilias noctis supra gregem suum in hora natiuitatis christi uiderunt et audierunt angelos cantantes gloria in excelsis deo qui etiam nunciauerunt esse natum mundi saluatorem
212,220,1.0,presepe domini in cuius fine orientali in rupe quadam que erat in quodam diuersorio sol iustitie ortus est huic mundo ihesus christus iuxta rupem autem illa 4 uel 5 pedibus dependet alia rupes capacior sub qua erat presepe in quo dulcis puer ille coram boue et asino pannis inuolutus fuerat reclinatus ad locum autem huius beatissime natiuitatis descenditur per 10 gradus quia est sub terra cuius causam superius assignaui,in fine uero orientali ciuitatis eiusdem sub rupe quadam que erat iuxta murum ciuitatis et uidetur secundum morem terre illius fuisse locus pro stabulo habens presepe excisum in petra ut ibi moris est ortus est huic mundo de uirgine matre sol iusticie ihesus christus ostendens se sua natiuitate sordes et tenebras mundi ablaturum eo quod in sordibus nasci et oriri uoluit talis loci iuxta predictam uero rupem est alia capacior 4 tantum pedibus distans sub qua erat presepe in quo dulcis puer ille mox natus coram boue et asino inuolutus fuerat reclinatus uidetur tamen mihi pro certo una tantum rupes fuisse sed factum est hostium in medio per rupem per quod in chorum de capella illa est ascensus ad locum autem huius dulcissime natiuitatis descenditur ab ipsa ecclesia in capellam per 10 gradus cuius causas superius assignaui
213,222,1.0,ecclesia bethleem non uidi ego nec audiui alium qui dixerit se uidisse in toto orbe terrarum ita deuotam sicud esse ecclesia bethleemitana sunt 2 in ea columpne marmoree nobilissime magnitudine et altitudine stupende preterea nauis ipsa ecclesie de super columpnas tota facta est opere rarissimo nobilissimo et pulcherrimo totum pauimentum ecclesie est stratum marmore diuersorum colorum et generum parietes ecclesie ex omni parte tecti sunt tabulis marmoreis quarum precium secundum opinionem multorum non potest estimari incredibilia possent de opere huius ecclesie scribi,non uidi ego nec audiui alium qui dixerit se uidisse ecclesiam tam deuotam in orbe terrarum sicut est ecclesia bethlemitana sunt enim in ea columpne marmoree per 3 ordines disposite nobilissime non solum multitudine sed etiam magnitudine stupende preter a nauis ipsa ecclesie desuper columpnas usque ad trabes in tectum facta est de opere musiuo pulcherrimo et nobilissimo de omnibus hystoriis a creatione mundi usque ad aduentum domini ad iudicium totum insuper pauimentum ecclesie stratum est marmore diuersorum colorum et generum parietes etiam ecclesie per totum circuitum absidimi tecti sunt tabulis marmoreis diuersorum colorum quod mira uarietate pictura decorat quarum pretium secundum opinionem multorum non potest estimari incredibilia quedam possent <dici> de opere ecclesie huius scribi
214,223,1.0,capella presepis capella in qua etiam est presepe tota facta est opere mirifico strata marmore sarraceni in magna reuerentia habent ecclesiam istam pre ceteris ecclesiis uirginis gloriose omnes tamen eius ecclesias honorant et reuerentiam eis exhibent specialem,sarraceni quidem omnes ecclesias beate uirginis honorant sed precipue istam que est in bethleem
215,224,0.9999999999999999,uidi ego in ecclesia illa miraculum gloriosum soldanus enim uidens huius ecclesie ornatum et tabulas parietum et columpnas preciosas iussit omnia deponi et deportari in babilonemuolens inde suum palacium decorare et mira res ministris cum instrumentis accedentibus adhuc ipso soldano astante de sano et integro pariete quem nec acus uidebatur posse penetrare serpens mire magnitudinis exiuit et prime tabule que occurrit morsum dedit et tabula per medium latitudinis confracta est secundam adiit et terciam et quartam et cetera per ordinem usque 59am et omnibus similiter accidit omnibus stupentibus et ipso soldano et ab incepto animum reuocante serpens decerpsit remansit igitur ecclesia et hodie remanet sicut prius uestigia tamen tractus corporis serpentis in singulis tabulis apparuit notabiliter quasi combustio quedam facta et similiter omnia uidetur mirabile quomodo serpens ille procedere potuit per transuersum in pariete qui erat planissimus et politissimus sicud uitrum,uidi ego in ecclesia ista miraculum gloriosum soldanus enim uidens ecclesie huius ornatum et tabulas et columpnas omnes preciosas ualde precepit omnia deponi et portari in babiloniam uolens inde palatium suum edificare mira res artificibus cum instrumentis accedentibus ipso adhuc soldano astante cum multis aliis de sano et integro pariete quem nec acus uidebatur posse penetrare serpens mire magnitudinis exiuit primeque tabule que occurrit morsum dedit tabula per transuersum crepuit secundam adiit terciamque et quartam et deinceps usque ad 19 et omnibus similiter accidit omnibus stupentibus et ipso soldano et continuo propositum reuocante serpens disparuit remansit igitur ecclesia et remanet usque hodie sicut prius uestigia tamen corporis serpentis apparent usque hodie in singulis tabulis quas transiuit quasi conbustio quedam igne facta et super omnia mirabile uidetur quomodo serpens ille sic procedere potuit per transuersum in pariete qui erat planissimus et politissimus sicut uitrum
216,225,1.0,claustrum ieronimi item est est ibi qui eam ambitus claustri descendendo per gradus ad ipsum ubi est cella beati ieronimi et lectus eius et sepulcrum et officine claustri monachorum quibus ipse legitur prefuisse ad claustrum chori ostenditur locus ubi occisi fuerunt infantes pro christo ab herode inde ad iactum lapidis est ecclesia sancte paule et eustochii filie eius,in exitu huius ecclesie contra aquilonem est ambitus claustri monachorum descendendo tamen ad illud per gradus quosdam in hoc claustro est cella beati ieronimi et lectus eius et sepulchrum et officine claustri in quo legitur idem beatus ieronimus prefuisse in australi parte chori ecclesie ostenditur locus ubi magna pars innocentum ab herode dicitur interfecta quorum corpora etiam ibidem requiescunt de ecclesia ista quantum iactus est lapidis fere contra orientem est ecclesia sancte paule et eustochium filie eius ubi sunt etiam sepulchra earumdem
217,220,1.0,inde ante capellam presepe christi est cisterna in quam dicitur stella que magos illuc duxerat cecidisse,in fine uero orientali ciuitatis eiusdem sub rupe quadam que erat iuxta murum ciuitatis et uidetur secundum morem terre illius fuisse locus pro stabulo habens presepe excisum in petra ut ibi moris est ortus est huic mundo de uirgine matre sol iusticie ihesus christus ostendens se sua natiuitate sordes et tenebras mundi ablaturum eo quod in sordibus nasci et oriri uoluit talis loci iuxta predictam uero rupem est alia capacior 4 tantum pedibus distans sub qua erat presepe in quo dulcis puer ille mox natus coram boue et asino inuolutus fuerat reclinatus uidetur tamen mihi pro certo una tantum rupes fuisse sed factum est hostium in medio per rupem per quod in chorum de capella illa est ascensus ad locum autem huius dulcissime natiuitatis descenditur ab ipsa ecclesia in capellam per 10 gradus cuius causas superius assignaui
218,226,1.0,de bethleem ad ½ leucam contra occidentem est bezeel uilla que habundat electo uino ita quod in terra sancta non inuenitur melius incole huius uille omnes sunt christiani et habent de soldano de hoc priuilegium speciale,de bethleem ad dimidiam leucam contra occidentem est uilla quedam borech nomine que habundat optimo uino ita quod in terra illa non inuenitur melius incole huius uille omnes sunt christiani et uillarum adiacencium in descensu uallis raphaym usque ad torrentem botri et per omnia loca hec excellunt uina in bonitate et christiani isti colunt uineas has et habent priuilegium a soldano ibi manendi et colendi eas et reddunt soldano inde censum magnum in hac uilla captus est adonibezech cesis summitatibus manuum eius et pedum
219,227,0.9999999999999999,engaddi inde de bethleem 7 leucis contra orientem est engadi ubi sunt montes et loca tutissima in quibus latuit dauid ubi abscidit oram clamidis saul clanculo in spelunca hec loca sunt supra mare mortuum ubi erant uinee balsami que postea in babiloniam sunt translate inde 3 leucis contra austrum est collis achile ubi similiter latuit dauid a facie saul,de bethleem 6 leucis contra orientem supra mare mortuum est mons engaddi de quo dictum est supra de engaddi 3 leucis contra austrum est collis achile qui prius ea edificato ibidem ab herode castro inexpugnabili messeda est appellatus in hoc loco legitur dauid saulem fugiens aliquociens latuisse
220,227,1.0,ceyla inde 3 leucis contra austrum <est collis achile ubi similiter latuit dauid a facie saul> fere est ciuitas ceyla quam initus fuit dauid a philisteis quando etiam expugnare uoluit saul propter eum,de bethleem 6 leucis contra orientem supra mare mortuum est mons engaddi de quo dictum est supra de engaddi 3 leucis contra austrum est collis achile qui prius ea edificato ibidem ab herode castro inexpugnabili messeda est appellatus in hoc loco legitur dauid saulem fugiens aliquociens latuisse
221,228,1.0,inter ceylam et bethleem medio loco 5 leucis de bethleem est thecua ciuitas in qua fuit amos propheta ubi et sepultus est quem ochozias uecte per tympora transfixit hinc adiacet desertum thecue contra orientem contra engadi et sunt ibi pascua bona contra mare mortuum,de bethleem 2 leucis contra collem achile est ciuitas techua in monte sita de qua fuit amos propheta qui etiam sepultus est ibidem quem ozochias rex israel uecte per tempora transfixum interfecit huic ciuitati adiacet desertum techue inter techuam et engaddi loco medio est uallis benedictionis ubi iosaphat rex iuda pugnauit contra ydumeos et filios amon et uicit eos iuxta hunc locum ad 1 leucam ad sinistram contra desertum quarentene est castrum quoddam ab herode magno edificatum quod herodion dicitur alto loco situm ubi idem est sepultus ut dicit iosephus
222,230,1.0,de ceyla 6 leucis contra austrum est ziph ubi habitabant proditores dauid qui eum sauli pluries prodiderunt,huic contra austrum adiacet desertum mahon in quo est mons carmelus ubi habitabat nabal carmelus qui nuntios dauidis repulit cuius etiam uxorem abygail duxit dauid eo mortuo deserto mahon inter austrum et orientem adiacet mons seyr alius siue ydumea quam terram longo tempore filii israel missi sunt circuire deserto mahon contra austrum adiacet terra amalech quam iussus est saul subuertere interfectis habitatoribus eius ante terram amalech contra maris mortui limitem est cades barne de quo loco moyses misit 12 exploratores ubi longo tempore manserunt filii israel et inde iussi sunt montem seyr circuire et redire in desertum per uiam maris rubri
223,230,0.9999999999999999,huic ad austrum adiungitur desertum maon et mons carmelus in quo habitabat nabal stultus cuius uxorem abygail dauid postea duxit huic deserto inter austrum et orientem adiacet mons seyr altus quem iussi sunt filii israel post longo tempore circuire et sequitur desertum magnum illud in quo morati sunt 40 annis circuendo terram amon et moab et per terram ammorreorum usque ad campestria iordanis contra iericho,huic contra austrum adiacet desertum mahon in quo est mons carmelus ubi habitabat nabal carmelus qui nuntios dauidis repulit cuius etiam uxorem abygail duxit dauid eo mortuo deserto mahon inter austrum et orientem adiacet mons seyr alius siue ydumea quam terram longo tempore filii israel missi sunt circuire deserto mahon contra austrum adiacet terra amalech quam iussus est saul subuertere interfectis habitatoribus eius ante terram amalech contra maris mortui limitem est cades barne de quo loco moyses misit 12 exploratores ubi longo tempore manserunt filii israel et inde iussi sunt montem seyr circuire et redire in desertum per uiam maris rubri
