,zwickau_s_#,similarity_score,london,zwickau
663,588,0.3470840595607247,que loca nunc omnino sunt complanata et fere dimissiora tota ciuitate,de monte moria item mons moria in quo templum domini et palacium regis edificata fuerant aliquantulum erat altior inferiori ciuitate quod patet ex situ templi et atriorum secundum quod nunc omnia sunt complanata et fere demissiora tota ciuitate
664,589,1.0000000000000002,depositus enim fuit mons templi per romanos et missus in torrentem cedron cum omnibus ruinis templi et atriorum quod hodie palam est uidere,depositus enim fuit mons templi per romanos et missus in torrentem cedron cum omnibus ruinis templi et atriorum quod hodie palam est uidere
665,590,0.8482616373464384,area uero templi quadrata est habens in longitudine et latitudine plusquam iacere possit arcus,area templi quadrata est et habet in longitudine et latitudine plusquam iacere possit arcus
666,591,0.7602785247970659,templum uero quod nunc in ea edificatum est adheret muro ciuitatis fere quod non fecit uerum et antiquum templum quia quatuor atria erant intermedia sed modo non distat a muro torrenti cedron imminenti nisi forte 30 pedibus,templum uero quod nunc edificatus est in ea adheret muro ciuitatis fere quod non fecit uerum et antiquum templum quia 4 atria erant intermedia sed modo non distant a muro torrenti cedron inmminenti per 30 pedes
667,592,0.7161438196646139,non longe ab area templi contra aquilonem scilicet minus quam iactus sit lapidis est porta uallis quia per eam descendebatur in uallem iosaphat,porta uallis non loge ab area templi contra aquilonem minus quam est iactus lapidis est porta que dicebatur porta uallis quia per eam descendebatur et adhuc descenditur in uallem iosaphat
668,593,0.799018983858083,dicebatur etiam porta gregis quia per eam introducebantur greges immolandi in templo,dicebatur etiam porta gregis quia per eam greges immolandi in templo adducebantur
669,594,0.3035322720043033,huic adherebat turris quam quidam putabant turrim nebulosam uel anancelis sed erat turris phaselus cuius adhuc apparent uestigia,huic adheret turris ananeel in parte aquilonali que etiam nebulosa siue turris afel dicitur
670,596,0.5868339805461991,intrantibus autem portam uallis siue gregis statim ad sinistram iuxta aream templi occurrit piscina probatica in qua nazarei lauabant hostias et sic eas sacerdotibus presentabant in templo offerendas,de piscina probatica intrantibus ante portam uallis ad sinistram iuxta aream templi in latere eius aquilonali occurrit piscina probatica in qua nathynnei lauabant hostias et sic eas sacerdotibus presentabant et hec adhuc 5 porticos habuisse ostenditur in quibus secundum iohannem iacebant infirmi exspectantes aque motum
671,596,0.48261770646601493,hec adhuc ubi porticus habuisse ostenditur in quibus secundum iohannem iacebant infirmi exspectantes aque motum,de piscina probatica intrantibus ante portam uallis ad sinistram iuxta aream templi in latere eius aquilonali occurrit piscina probatica in qua nathynnei lauabant hostias et sic eas sacerdotibus presentabant et hec adhuc 5 porticos habuisse ostenditur in quibus secundum iohannem iacebant infirmi exspectantes aque motum
672,597,0.8098623354668137,ad dextram uero uie predictam portam intrantibus in ecclesia sancte anne ostenditur alia piscina grandis que dicebatur piscina interior quam fecit ezechias hoc modo obcurauit superiorem fontem aquarum gyon et auertit aquas eius subter ad occidentem urbis dauid per uallem paulo ante dictum incidens ferre petram sicut dicitur ecc,de piscina interiori ad dextram uero uie per predictam portam intrantibus in ecclesiam sancte anne ostenditur alia piscina grandis que dicebatur piscina interior quam fecit ezech[iel] hoc modo obturauit superiorem fontem aquarum gyon et auertit aquas eius similiter ad occidentem turris dauid per uallem paulo ante dictam incidens ferro petram sicud dicitur ecc
673,598,0.7295049641023313,et inducens aquas per medium ciuitatis in piscinam istam ut in obsidione haberet aquam populus ad bibendum et eos non possent assyrii prophentii prohibere,et inducens aquam per medium ciuitatis in piscinam istam ut in obsidione aquam haberet populus ad bibendum et eas non posset assirii prohibere
674,599,0.7524444699878816,fontem uero aquarum gyon inferiorem qui non longe distabat ab agro fullonis duxit in superiorem que est supra natatoriam syloe,de piscina superiori fontem uero aquarum gyon inferiorem qui non longe distat ab agro fullonis duxit in piscinam superiorem que est iuxta natatoria syloe
675,600,0.6305489039299155,hoc achar inceperat sed non perfecerat,hanc achas inceperat sed non perfecit
676,461,0.16781834787514255,de hac piscina et de hoc fonte et eius situ dictum est illud ys,de ea est illud iere
677,601,0.35577989028517265,egredere ad extremum aqueductus piscine superioris in uia agri fullonis,de secundo tamen hoc est inferiori fonte aquarum gyon intellige dictum illud ysaie egredere ad dextram aqueductus piscine superioris
678,602,0.463938155874873,est enim ista piscina et dicitur superior respectu natatorie syloe quia ipsa natatoria syloe de ista piscina et de fonte syloe recipit aquam tamquam inferior,est enim superior respectu piscine siue natatoria syloe que sub ipso sita est recipiens ab ea et a fonte syloe aquam
679,604,0.5613791546078332,et nota de diuersitate istarum piscinarum et nominibus earum prima et precipua piscina in ierusalem erat piscina probatica 5 porticus habens,una que erat prima et precipua piscina probatica 5 porticos habens
680,605,0.2855399302252226,hanc fecit saleron pro ministerio templi,hanc fecit salomon de ea dictum est supra
681,324,0.3031528239800992,de hac dictum est supra,inde ad ½ leucam est dothaim de qua dictum est supra
682,606,0.6886571301129887,secunda fuit iuxta illam contra aquilonem in ecclesia sancte anne et dicebatur interior,alia erat iuxta illam contra aquilonem in ecclesia sancte anne hodie existens que dicebatur interior
683,607,0.5039842039839513,hanc fecit ezechias,hanc fecit ezech[iel] sicud dictum est ante
684,607,0.13941309449418363,de hac dictum est paulo ante,hanc fecit ezech[iel] sicud dictum est ante
685,608,0.4526946474503908,tertia erat natatoria syloe et erat sub monte oliueti et monte syon prope acheldemach et habebat aquam de fonte syloe,item tercia erat natatoria syloe et erat in ualle iosaphat in pede montis syon sub regia salomonis contra acheldemach et habebat aquam per aqueductum fontis syloe
686,607,0.3030802678527732,hanc etiam fecit ezechias,hanc fecit ezech[iel] sicud dictum est ante
687,324,0.26041928933056513,quarta erat superior piscina de qua dictum est,inde ad ½ leucam est dothaim de qua dictum est supra
688,607,0.23876022722178494,hanc similiter perfecit ezechias,hanc fecit ezech[iel] sicud dictum est ante
689,610,0.4100453991782837,et si alicubi inuenias quod ista quarta piscina fuerit in ciuitate non est uerum immo omnino impossibile,has duas fecit ezech[iel] pro communi utilitate ciuitatis et si aliquando inuenias quod illa piscina fuerit in ciuitate non est uerum
690,611,0.4309467248171189,scio quod super onus uallis uisionis dicitur et legitur quod ista piscina superior fuerit in ciuitate et habuerit aquam de fonte syloe quod nullo modo esse potest cum ciuitas altior sit fonte syloe plusquam 400 cubitis et aqua non possit per tantam altitudinem duci sursum,scio enim quod super onus uallis uisionis uerum uelle quedam glossa quod superior piscina de qua hic dictum est fuerit in ciuitate et habuerit aquam de fonte syloe quod omnino stare non potest cum fons syloe sit intra ciuitatem in ualle iosaphat et mons ciuitatis altus desuper alcius amplius quam 150 cubitis
691,612,0.45801606450300164,uerum tamen est quod habebat aquam de ipso fonte syloe et de fonte inferiore aquarum gyon quia extra ciuitatem sub ipsis fontibus non longe erat a natatoria syloe,uerum tamen est quod habebat aquam nam de syloe et de fonte gyon inferiori quia erat inferior ipsis fontibus sub agro fullonis et sub monte syon constituta non in ciuitate ut dicit glossa et de ea per aqueductum descendebant aque in natatoriam syloe que sub ipsa erat non longe ut dictum est
692,613,0.5842490973289978,alias piscinas non legi nec uidi in ierusalem esse uel fuisse antiquitus nisi forte aliquis uelit mare eneum quod in facie templi erat inter piscinas computare,alias piscinas fuisse in ierusalem non legi nisi aliquis forte mare eneum quod erat in facie templi uelit inter piscinas computare pro eo quod in ipso se lauabant sacerdotes in templo ministrantes
693,485,0.1395975526849892,berkilia tamen quedam et propter balnea facta sunt modernis diebus in ciuitate non longe a domo patriarche et hospitalis sancti iohannis de quibus non fit mentio in scriptura,capella sancti iohannis inde sunt 2 leuce contra orientem ad iordanem ubi est capella sancti iohannis baptiste ubi creditur dominum baptisasse
694,614,0.7163483557816632,uallis etiam iosaphat cingebat ciuitatem ex parte orientis sub monte oliueti descendens que licet adhuc sit satis profunda multum tamen est inpleta,uallis iosaphat uallis autem iosaphat ab oriente cingit ciuitatem sub monte oliueti descendens que licet adhuc sit satis profunda multum tamen est inpleta
695,615,0.8313746873671807,romani enim ut dicit iosephus ab ea parte ciuitatem oppugnantes incisis oliuis et arboribus aliis et aggeres inde facientes eam impleuerunt,romani enim ut dicit iosephus ab ea parte impungnantes ciuitatem incisis oliuis et arboribus et aggeres inde facientes eam impleuerunt
696,616,0.7522558220951663,postea insuper capta ciuitate ruinas atriorum et templi conplanato monte moria ut de cetero locus in tantum muniri non posset helius adrianus fecit omnia proici in torrentem cedron et ciuitatem aspergi sale,preterea insuper capta ciuitate ruinas atriorum et templi complanato simul monte moria ut de cetero in tantum locus muniri non posset helyus adrianus fecit omnia in torrentem cedron proici et ciuitatem salem aspergi
697,617,0.5598350249340031,hec omnia illic existenti ad oculum patent,hec omnia ibidem existenti ad oculum probari possunt
698,618,0.6626463381421189,sepulchrum enim uirginis gloriose quod est in ualle iosaphat non quidem in ima eius profunditate sed in pede montis oliueti parum tamen supra uallem et in superficie terre erat tempore habitationis ierusalem ante subuersionem nunc est longe sub terra adeo quod ecclesia ipsa cum sit multum alta et testudinata sicut optime decet uirginem gloriosam tota nunc sit sub terra et repletionibus huiusmodi omnino cooperta et uallis desuper tota plana et uia sit super ipsam ecclesiam ad eundum,sepulcrum beate uirginis sepulcrum enim beate uirginis quod absque dubio in ualle iosaphat erat non quidem in yma eius profunditate sed in pede montis olyueti aliquantulum super uallem et in superficie terre nunc est longe sub terra ad eo quod etiam ecclesia ipsa cum sit multum alta et testitudinata sicut optime decet uirginem gloriosam tota sit sub terra et replecionibus huiusmodi omnino cooperta et uallis desuper plana
699,619,0.6600794608130001,est tamen ibidem in superficie terre quoddam edificium in modum capellule factum quod cum intraueris descendes per gradus plurimos sub terram in ecclesiam ipsam ad sepulchrum uirginis gloriose,est autem ibidem in superficie terre quoddam edificium in modum capelle modice edificatum quod cum intraueris descendes per gradus plurimos in ecclesiam ipsam sub terra ad sepulcrum et credo quod sunt fere 40 pedes
700,619,0.2073044351799298,et credo quod sunt gradus sexaginta,est autem ibidem in superficie terre quoddam edificium in modum capelle modice edificatum quod cum intraueris descendes per gradus plurimos in ecclesiam ipsam sub terra ad sepulcrum et credo quod sunt fere 40 pedes
701,620,0.4416119473443814,est autem sepulchrum in medio chori contra altare marmoreum et magnifice decoratum et ego fui in ipso,est autem sepulcrum beate uirginis in medio ecclesie eiusdem contra altare marmore et mirifice decoratum
702,621,0.6595563772365534,ecclesia tamen multum humida est interius quia torrens cedron est sub ipsa repletionibus supradictis omnino coopertus et quando fuerit inundatio pluuiarum ipse torrens qui adhuc in antiquo suo meatu sub repletionibus ipsis currit erumpens replet ecclesiam in tantum quod sepe per hostium capellule superius posite per omnes gradus exuberans exit aqua,ecclesia tamen multum est humida quia torrens cedron est sub ipsa et quando fuerit aliquando inundatio pluuiarum ipse torrens qui adhuc in antiquo suo meatu sub replecionibus uallis sub terra currit erunpens replet eam in tantum quod sepe per superius capellule ostium exit aqua
